"1/1/2010"	4234
"1/1/2011"	4989
"1/1/2012"	4785
"1/1/2013"	5033
"1/1/2014"	4938
"1/1/2015"	4639
"1/1/2016"	5007
"1/1/2017"	5529
"1/1/2018"	5493
"1/1/2019"	5093
"1/1/2020"	5308
"1/1/2021"	5330
"1/10/2010"	4378
"1/10/2011"	4634
"1/10/2012"	5299
"1/10/2013"	5050
"1/10/2014"	5166
"1/10/2015"	4516
"1/10/2016"	4306
"1/10/2017"	4419
"1/10/2018"	4729
"1/10/2019"	4836
"1/10/2020"	4520
"1/10/2021"	4407
"1/11/2010"	4495
"1/11/2011"	4395
"1/11/2012"	4968
"1/11/2013"	5090
"1/11/2014"	5105
"1/11/2015"	5571
"1/11/2016"	3754
"1/11/2017"	3761
"1/11/2018"	4950
"1/11/2019"	4549
"1/11/2020"	4177
"1/11/2021"	5254
"1/12/2010"	4450
"1/12/2011"	4658
"1/12/2012"	4503
"1/12/2013"	4660
"1/12/2014"	4318
"1/12/2015"	4890
"1/12/2016"	4493
"1/12/2017"	5095
"1/12/2018"	4353
"1/12/2019"	5862
"1/12/2020"	4711
"1/12/2021"	4151
"1/13/2010"	4994
"1/13/2011"	4685
"1/13/2012"	4976
"1/13/2013"	4559
"1/13/2014"	4410
"1/13/2015"	4641
"1/13/2016"	4898
"1/13/2017"	5104
"1/13/2018"	3944
"1/13/2019"	4893
"1/13/2020"	4599
"1/13/2021"	5218
"1/14/2010"	4118
"1/14/2011"	4359
"1/14/2012"	4842
"1/14/2013"	4124
"1/14/2014"	3756
"1/14/2015"	4099
"1/14/2016"	4599
"1/14/2017"	4258
"1/14/2018"	4263
"1/14/2019"	5856
"1/14/2020"	5677
"1/14/2021"	5118
"1/15/2010"	5115
"1/15/2011"	4471
"1/15/2012"	4957
"1/15/2013"	5918
"1/15/2014"	5288
"1/15/2015"	3765
"1/15/2016"	5966
"1/15/2017"	4331
"1/15/2018"	4710
"1/15/2019"	4896
"1/15/2020"	4786
"1/15/2021"	5202
"1/16/2010"	5383
"1/16/2011"	4655
"1/16/2012"	5312
"1/16/2013"	4444
"1/16/2014"	5522
"1/16/2015"	4492
"1/16/2016"	5012
"1/16/2017"	5448
"1/16/2018"	4193
"1/16/2019"	4442
"1/16/2020"	5714
"1/16/2021"	5128
"1/17/2010"	4730
"1/17/2011"	3954
"1/17/2012"	4686
"1/17/2013"	5860
"1/17/2014"	4180
"1/17/2015"	5312
"1/17/2016"	5210
"1/17/2017"	4637
"1/17/2018"	4465
"1/17/2019"	4701
"1/17/2020"	5852
"1/17/2021"	4679
"1/18/2010"	4858
"1/18/2011"	3864
"1/18/2012"	4465
"1/18/2013"	4300
"1/18/2014"	5184
"1/18/2015"	4669
"1/18/2016"	3801
"1/18/2017"	4698
"1/18/2018"	4021
"1/18/2019"	5174
"1/18/2020"	4665
"1/18/2021"	5367
"1/19/2010"	4956
"1/19/2011"	4594
"1/19/2012"	3823
"1/19/2013"	5781
"1/19/2014"	4723
"1/19/2015"	4146
"1/19/2016"	5400
"1/19/2017"	4766
"1/19/2018"	5789
"1/19/2019"	5000
"1/19/2020"	4184
"1/19/2021"	4124
"1/2/2010"	4309
"1/2/2011"	4221
"1/2/2012"	5251
"1/2/2013"	4704
"1/2/2014"	5585
"1/2/2015"	5267
"1/2/2016"	4853
"1/2/2017"	5245
"1/2/2018"	4732
"1/2/2019"	5009
"1/2/2020"	4008
"1/2/2021"	4927
"1/20/2010"	4263
"1/20/2011"	5089
"1/20/2012"	4716
"1/20/2013"	5046
"1/20/2014"	4621
"1/20/2015"	5781
"1/20/2016"	4852
"1/20/2017"	4368
"1/20/2018"	4970
"1/20/2019"	4968
"1/20/2020"	5398
"1/20/2021"	4756
"1/21/2010"	4637
"1/21/2011"	5749
"1/21/2012"	5254
"1/21/2013"	4938
"1/21/2014"	4335
"1/21/2015"	4567
"1/21/2016"	4612
"1/21/2017"	4085
"1/21/2018"	5825
"1/21/2019"	4722
"1/21/2020"	4644
"1/21/2021"	4863
"1/22/2010"	5585
"1/22/2011"	5306
"1/22/2012"	4396
"1/22/2013"	4429
"1/22/2014"	5672
"1/22/2015"	3543
"1/22/2016"	4850
"1/22/2017"	4557
"1/22/2018"	5218
"1/22/2019"	4605
"1/22/2020"	4490
"1/22/2021"	4501
"1/23/2010"	5223
"1/23/2011"	4836
"1/23/2012"	5257
"1/23/2013"	6024
"1/23/2014"	4872
"1/23/2015"	4834
"1/23/2016"	4843
"1/23/2017"	4460
"1/23/2018"	5604
"1/23/2019"	5617
"1/23/2020"	5391
"1/23/2021"	3828
"1/24/2010"	4792
"1/24/2011"	4587
"1/24/2012"	5160
"1/24/2013"	4487
"1/24/2014"	4059
"1/24/2015"	5581
"1/24/2016"	4852
"1/24/2017"	5020
"1/24/2018"	5257
"1/24/2019"	4979
"1/24/2020"	5183
"1/24/2021"	4870
"1/25/2010"	4994
"1/25/2011"	4532
"1/25/2012"	5158
"1/25/2013"	4817
"1/25/2014"	4810
"1/25/2015"	4289
"1/25/2016"	5070
"1/25/2017"	4754
"1/25/2018"	4911
"1/25/2019"	4919
"1/25/2020"	4288
"1/25/2021"	4812
"1/26/2010"	4905
"1/26/2011"	3974
"1/26/2012"	5496
"1/26/2013"	4688
"1/26/2014"	4288
"1/26/2015"	4622
"1/26/2016"	3968
"1/26/2017"	4564
"1/26/2018"	5226
"1/26/2019"	5194
"1/26/2020"	5198
"1/26/2021"	4492
"1/27/2010"	3913
"1/27/2011"	4709
"1/27/2012"	4742
"1/27/2013"	4966
"1/27/2014"	4552
"1/27/2015"	4243
"1/27/2016"	5471
"1/27/2017"	5229
"1/27/2018"	4984
"1/27/2019"	5412
"1/27/2020"	5174
"1/27/2021"	5349
"1/28/2010"	4600
"1/28/2011"	4390
"1/28/2012"	4585
"1/28/2013"	5033
"1/28/2014"	4516
"1/28/2015"	5420
"1/28/2016"	5767
"1/28/2017"	4232
"1/28/2018"	4063
"1/28/2019"	5406
"1/28/2020"	5305
"1/28/2021"	4726
"1/29/2010"	4637
"1/29/2011"	4380
"1/29/2012"	4872
"1/29/2013"	5827
"1/29/2014"	5155
"1/29/2015"	5384
"1/29/2016"	5030
"1/29/2017"	5568
"1/29/2018"	5111
"1/29/2019"	5061
"1/29/2020"	5799
"1/29/2021"	4812
"1/3/2010"	3991
"1/3/2011"	4845
"1/3/2012"	5657
"1/3/2013"	5093
"1/3/2014"	3781
"1/3/2015"	5293
"1/3/2016"	5610
"1/3/2017"	4831
"1/3/2018"	5089
"1/3/2019"	4919
"1/3/2020"	4904
"1/3/2021"	4954
"1/30/2010"	4900
"1/30/2011"	4406
"1/30/2012"	4957
"1/30/2013"	5234
"1/30/2014"	4837
"1/30/2015"	5120
"1/30/2016"	5307
"1/30/2017"	5200
"1/30/2018"	5402
"1/30/2019"	4685
"1/30/2020"	4707
"1/30/2021"	5268
"1/31/2010"	4670
"1/31/2011"	4446
"1/31/2012"	4678
"1/31/2013"	4317
"1/31/2014"	4566
"1/31/2015"	4309
"1/31/2016"	4626
"1/31/2017"	5956
"1/31/2018"	4500
"1/31/2019"	4756
"1/31/2020"	4589
"1/31/2021"	4820
"1/4/2010"	4326
"1/4/2011"	4555
"1/4/2012"	4397
"1/4/2013"	6602
"1/4/2014"	6142
"1/4/2015"	5461
"1/4/2016"	5206
"1/4/2017"	4594
"1/4/2018"	4842
"1/4/2019"	4672
"1/4/2020"	5433
"1/4/2021"	5526
"1/5/2010"	6493
"1/5/2011"	4758
"1/5/2012"	4351
"1/5/2013"	4641
"1/5/2014"	4428
"1/5/2015"	5234
"1/5/2016"	5551
"1/5/2017"	3643
"1/5/2018"	4034
"1/5/2019"	4352
"1/5/2020"	5001
"1/5/2021"	5323
"1/6/2010"	4957
"1/6/2011"	5732
"1/6/2012"	6014
"1/6/2013"	4606
"1/6/2014"	4438
"1/6/2015"	5867
"1/6/2016"	4703
"1/6/2017"	4597
"1/6/2018"	4625
"1/6/2019"	4694
"1/6/2020"	4430
"1/6/2021"	4671
"1/7/2010"	5112
"1/7/2011"	5102
"1/7/2012"	4520
"1/7/2013"	4518
"1/7/2014"	4785
"1/7/2015"	4442
"1/7/2016"	3547
"1/7/2017"	5079
